,ENTERPRISENAME,PRINTERDEVICEID,BRANDNAME,PRINTERMODELNAME,SERIALNUMBER,ADDRESSNAME,DATA_LEITURA,CONTADOR_PB,CONTADOR_COR,ENGAGED,CONTADOR_TOTAL
164,9853_TRE_BA,562,HP,LaserJet MFP E52645,BRBSNDH89G,10.171.78.60 (Network),2024-04-10T23:21:35,49775,0,False,49775
165,9853_TRE_BA,563,HP,LaserJet MFP E52645,BRBSNDG835,10.171.182.60 (Network),2024-04-10T23:21:30,26156,0,False,26156
166,9853_TRE_BA,564,HP,LaserJet MFP E52645,BRBSNCJG06,10.171.97.60 (Network),2024-04-10T23:21:32,38653,0,False,38653
167,9853_TRE_BA,565,HP,LaserJet MFP E52645,BRBSNCJFW1,10.171.187.60 (Network),2024-04-10T23:21:37,27989,0,False,27989
168,9853_TRE_BA,566,HP,LaserJet MFP E52645,BRBSNDH896,10.171.115.60 (Network),2024-04-10T23:21:28,37249,0,False,37249
169,9853_TRE_BA,567,HP,LaserJet MFP E52645,BRBSNCLJ6W,10.171.123.60 (Network),2024-04-10T23:21:23,29091,0,False,29091
170,9853_TRE_BA,568,HP,LaserJet MFP E52645,BRBSNDH89H,10.171.30.60 (Network),2024-04-10T23:21:29,50923,0,False,50923
171,9853_TRE_BA,569,HP,LaserJet MFP E52645,BRBSNDH873,10.171.131.60 (Network),2024-04-10T23:21:24,33232,0,False,33232
172,9853_TRE_BA,570,HP,LaserJet MFP E52645,BRBSNDG83D,10.171.103.60 (Network),2024-04-10T23:21:25,27902,0,False,27902
173,9853_TRE_BA,571,HP,LaserJet MFP E52645,BRBSNCLJ5M,10.171.120.60 (Network),2024-04-10T23:22:46,25472,0,False,25472
174,9853_TRE_BA,572,HP,LaserJet MFP E52645,BRBSNDH87B,10.171.196.60 (Network),2024-04-10T11:21:07,14961,0,False,14961
175,9853_TRE_BA,573,HP,LaserJet MFP E52645,BRBSNCJFWW,10.171.129.60 (Network),2024-04-10T23:21:34,44596,0,False,44596
176,9853_TRE_BA,574,HP,LaserJet MFP E52645,BRBSND96KV,10.171.190.60 (Network),2024-04-10T23:21:24,43063,0,False,43063
177,9853_TRE_BA,575,HP,LaserJet MFP E52645,BRBSNCJFZS,10.171.170.60 (Network),2024-04-10T23:21:07,60645,0,False,60645
178,9853_TRE_BA,576,HP,LaserJet MFP E52645,BRBSNDH88W,10.171.157.60 (Network),2024-04-10T23:21:25,73788,0,False,73788
179,9853_TRE_BA,577,HP,LaserJet MFP E52645,BRBSNDH8BX,10.171.171.60 (Network),2024-04-10T23:21:18,55531,0,False,55531
180,9853_TRE_BA,578,HP,LaserJet MFP E52645,BRBSND96LV,10.171.156.60 (Network),2024-04-10T23:21:25,49142,0,False,49142
181,9853_TRE_BA,579,HP,LaserJet MFP E52645,BRBSNDH86N,10.171.155.60 (Network),2024-04-10T23:21:21,57147,0,False,57147
182,9853_TRE_BA,580,HP,LaserJet MFP E52645,BRBSND96LH,10.171.186.60 (Network),2024-04-10T23:21:29,67612,0,False,67612
183,9853_TRE_BA,581,HP,LaserJet MFP E52645,BRBSND96LT,10.171.99.60 (Network),2024-04-10T23:21:22,33025,0,False,33025
184,9853_TRE_BA,582,HP,LaserJet MFP E52645,BRBSNCJG0T,10.171.98.60 (Network),2024-04-10T23:21:34,35239,0,False,35239
185,9853_TRE_BA,583,HP,LaserJet MFP E52645,BRBSNDH87D,10.171.145.60 (Network),2024-04-10T23:21:31,19549,0,False,19549
186,9853_TRE_BA,584,HP,LaserJet MFP E52645,BRBSND96LG,10.171.153.60 (Network),2024-04-10T23:21:29,31882,0,False,31882
187,9853_TRE_BA,585,HP,LaserJet MFP E52645,BRBSNDG82F,10.171.128.60 (Network),2024-04-10T19:21:04,52658,0,False,52658
188,9853_TRE_BA,586,HP,LaserJet MFP E52645,BRBSNDH87N,10.171.70.60 (Network),2024-04-10T23:21:19,70038,0,False,70038
189,9853_TRE_BA,587,HP,LaserJet MFP E52645,BRBSNCJFQ5,10.171.127.60 (Network),2024-04-10T11:20:06,67827,0,False,67827
190,9853_TRE_BA,588,HP,LaserJet MFP E52645,BRBSNCHFHD,10.171.185.60 (Network),2024-04-10T11:18:40,46525,0,False,46525
191,9853_TRE_BA,589,HP,LaserJet MFP E52645,BRBSNDH894,10.171.154.60 (Network),2024-04-10T23:21:16,54330,0,False,54330
192,9853_TRE_BA,590,HP,LaserJet MFP E52645,BRBSNDH88N,10.171.33.60 (Network),2024-04-10T23:21:56,96381,0,False,96381
193,9853_TRE_BA,591,HP,LaserJet MFP E52645,BRBSNDH871,10.171.163.60 (Network),2024-04-10T23:21:27,58134,0,False,58134
194,9853_TRE_BA,592,HP,LaserJet MFP E52645,BRBSND96L2,10.171.200.60 (Network),2024-04-10T11:18:38,34197,0,False,34197
195,9853_TRE_BA,593,HP,LaserJet MFP E52645,BRBSNDH88C,10.171.192.60 (Network),2024-04-10T15:19:51,48700,0,False,48700
196,9853_TRE_BA,594,HP,LaserJet MFP E52645,BRBSNDH87T,10.171.141.60 (Network),2024-04-10T23:22:45,79682,0,False,79682
197,9853_TRE_BA,595,HP,LaserJet MFP E52645,BRBSNCJFVL,10.171.62.60 (Network),2024-04-10T23:21:28,62616,0,False,62616
198,9853_TRE_BA,597,HP,LaserJet MFP E52645,BRBSNCHFG7,10.171.178.60 (Network),2024-04-10T23:21:20,45812,0,False,45812
199,9853_TRE_BA,598,HP,LaserJet MFP E52645,BRBSND96L6,10.171.74.60 (Network),2024-04-10T23:21:35,36479,0,False,36479
200,9853_TRE_BA,599,HP,LaserJet MFP E52645,BRBSNCJFQ4,10.171.162.60 (Network),2024-04-10T23:21:13,44183,0,False,44183
201,9853_TRE_BA,600,HP,LaserJet MFP E52645,BRBSNCJG0L,10.171.118.60 (Network),2024-04-10T23:21:20,41074,0,False,41074
202,9853_TRE_BA,601,HP,LaserJet MFP E52645,BRBSNCJFQ3,10.171.64.60 (Network),2024-04-10T15:19:56,39113,0,False,39113
203,9853_TRE_BA,602,HP,LaserJet MFP E52645,BRBSNCJFZD,10.171.49.60 (Network),2024-04-10T23:22:55,36335,0,False,36335
204,9853_TRE_BA,603,HP,LaserJet MFP E52645,BRBSN8SKD9,10.5.130.97 (Network),2024-04-10T23:21:05,36744,0,False,36744
205,9853_TRE_BA,604,HP,LaserJet MFP E52645,BRBSNDJ8KK,10.171.42.60 (Network),2024-04-10T23:21:23,32983,0,False,32983
206,9853_TRE_BA,605,HP,LaserJet MFP E52645,BRBSNDG826,10.171.37.60 (Network),2024-04-10T23:21:21,31530,0,False,31530
207,9853_TRE_BA,606,HP,LaserJet MFP E52645,BRBSN8SKF5,10.5.108.53 (Network),2024-04-10T23:21:05,73744,0,False,73744
208,9853_TRE_BA,607,HP,LaserJet MFP E52645,BRBSNCJG0D,10.171.61.60 (Network),2024-04-10T23:21:23,28046,0,False,28046
209,9853_TRE_BA,608,HP,LaserJet MFP E52645,BRBSND9691,10.171.75.60 (Network),2024-04-10T23:21:24,56187,0,False,56187
210,9853_TRE_BA,609,HP,LaserJet MFP E52645,BRBSNDH87X,10.171.25.69 (Network),2024-04-10T23:21:23,16254,0,False,16254
211,9853_TRE_BA,611,HP,LaserJet MFP E52645,BRBSND9683,10.171.157.61 (Network),2024-04-10T23:21:17,11166,0,False,11166
212,9853_TRE_BA,612,HP,LaserJet MFP E52645,BRBSP3HL76,10.171.112.60 (Network),2024-04-10T23:21:19,42023,0,False,42023
213,9853_TRE_BA,613,HP,LaserJet MFP E52645,BRBSN8SKLG,10.5.136.71 (Network),2024-04-10T23:28:54,9597,0,False,9597
214,9853_TRE_BA,617,HP,LaserJet MFP E52645,BRBSN8RJTL,10.5.201.75 (Network),2024-04-10T23:21:10,7376,0,False,7376
215,9853_TRE_BA,619,HP,LaserJet MFP E52645,BRBSQ2L02M,10.171.142.60 (Network),2024-04-10T23:21:21,31312,0,False,31312
216,9853_TRE_BA,620,HP,LaserJet MFP E52645,BRBSN8TMC3,10.5.201.121 (Network),2024-04-10T23:21:20,25553,0,False,25553
217,9853_TRE_BA,621,HP,LaserJet MFP E52645,BRBSQ2L00S,10.171.35.60 (Network),2024-04-10T23:21:29,29634,0,False,29634
218,9853_TRE_BA,624,HP,LaserJet MFP E52645,BRBSQ2H0BY,10.171.121.60 (Network),2024-04-10T23:21:22,24307,0,False,24307
219,9853_TRE_BA,359,HP,LaserJet MFP E52645,BRBSN8TMCB,10.5.134.49 (Network),2024-04-10T23:21:06,11077,0,False,11077
220,9853_TRE_BA,360,HP,LaserJet MFP E52645,BRBSN8TLVG,10.5.201.192 (Network),2024-04-10T23:21:21,16037,0,False,16037
221,9853_TRE_BA,361,HP,LaserJet MFP E52645,BRBSN8TMBQ,10.5.201.185 (Network),2024-04-10T23:21:15,29275,0,False,29275
222,9853_TRE_BA,362,HP,LaserJet MFP E52645,BRBSN8TM75,10.5.134.120 (Network),2024-04-10T23:35:52,6694,0,False,6694
223,9853_TRE_BA,364,HP,LaserJet MFP E52645,BRBSN8TMDY,10.5.201.87 (Network),2024-04-10T23:21:09,16804,0,False,16804
224,9853_TRE_BA,365,HP,LaserJet MFP E52645,BRBSN8TMHF,10.5.202.27 (Network),2024-04-10T23:21:05,9463,0,False,9463
225,9853_TRE_BA,366,HP,LaserJet MFP E52645,BRBSN8TLZC,10.5.201.22 (Network),2024-04-10T23:21:18,30609,0,False,30609
226,9853_TRE_BA,367,HP,LaserJet MFP E52645,BRBSN8TMCN,10.5.201.60 (Network),2024-04-10T23:21:01,14918,0,False,14918
227,9853_TRE_BA,340,HP,LaserJet MFP E52645,BRBSN8TLYN,10.5.130.25 (Network),2024-04-10T23:21:03,41074,0,False,41074
228,9853_TRE_BA,341,HP,LaserJet MFP E52645,BRBSN8TLYM,10.5.202.59 (Network),2024-04-10T23:21:26,5984,0,False,5984
229,9853_TRE_BA,343,HP,LaserJet MFP E52645,BRBSN8RJMX,10.5.203.60 (Network),2024-04-10T23:21:21,1730,0,False,1730
230,9853_TRE_BA,344,HP,LaserJet MFP E52645,BRBSN8TMLK,10.5.207.29 (Network),2024-04-10T23:21:13,42836,0,False,42836
231,9853_TRE_BA,345,HP,LaserJet MFP E52645,BRBSN8TLSM,10.171.197.60 (Network),2024-04-10T23:21:10,43570,0,False,43570
232,9853_TRE_BA,347,HP,LaserJet MFP E52645,BRBSN8TLX5,10.5.136.16 (Network),2024-04-10T23:21:01,10054,0,False,10054
233,9853_TRE_BA,348,HP,LaserJet MFP E52645,BRBSN8TLZ8,10.5.133.105 (Network),2024-04-10T23:21:17,28975,0,False,28975
234,9853_TRE_BA,349,HP,LaserJet MFP E52645,BRBSN8TM65,10.5.133.65 (Network),2024-04-10T23:21:08,9242,0,False,9242
235,9853_TRE_BA,350,HP,LaserJet MFP E52645,BRBSN8SK64,10.5.133.96 (Network),2024-04-10T23:21:07,9281,0,False,9281
236,9853_TRE_BA,351,HP,LaserJet MFP E52645,BRBSN8RJV0,10.5.203.132 (Network),2024-04-10T23:21:12,14906,0,False,14906
237,9853_TRE_BA,338,HP,LaserJet MFP E52645,BRBSN8TMC5,10.5.135.56 (Network),2024-04-10T23:21:04,6412,0,False,6412
238,9853_TRE_BA,335,HP,LaserJet MFP E52645,BRBSN8SKKD,10.5.136.63 (Network),2024-04-10T23:21:11,3245,0,False,3245
239,9853_TRE_BA,333,HP,LaserJet MFP E52645,BRBSN8TMF8,10.5.135.28 (Network),2024-04-10T23:21:01,16153,0,False,16153
240,9853_TRE_BA,280,HP,LaserJet MFP E52645,BRBSN8FC4P,10.171.24.60 (Network),2024-04-10T23:21:14,48628,0,False,48628
241,9853_TRE_BA,326,HP,LaserJet MFP E52645,BRBSN8TM7P,10.5.139.21 (Network),2024-04-10T23:21:12,13349,0,False,13349
242,9853_TRE_BA,327,HP,LaserJet MFP E52645,BRBSN8TMB6,10.5.135.49 (Network),2024-04-10T23:25:02,9058,0,False,9058
243,9853_TRE_BA,328,HP,LaserJet MFP E52645,BRBSN8RJQP,10.5.201.202 (Network),2024-04-10T23:21:02,16097,0,False,16097
244,9853_TRE_BA,329,HP,LaserJet MFP E52645,BRBSN8TM5Y,10.5.206.24 (Network),2024-04-10T23:21:05,5093,0,False,5093
245,9853_TRE_BA,330,HP,LaserJet MFP E52645,BRBSN8TLG7,10.5.135.35 (Network),2024-04-10T23:21:14,25169,0,False,25169
246,9853_TRE_BA,331,HP,LaserJet MFP E52645,BRBSN8TMG5,10.5.135.51 (Network),2024-04-10T23:21:15,25016,0,False,25016
247,9853_TRE_BA,268,HP,LaserJet MFP E52645,BRBSN8TMF4,10.5.132.118 (Network),2024-04-10T19:20:48,29849,0,False,29849
248,9853_TRE_BA,288,HP,LaserJet MFP E52645,BRBSN8TMCJ,10.5.132.63 (Network),2024-04-10T23:21:09,8245,0,False,8245
249,9853_TRE_BA,292,HP,LaserJet MFP E52645,BRBSN8SKLK,10.5.108.181 (Network),2024-04-10T23:21:09,43420,0,False,43420
250,9853_TRE_BA,293,HP,LaserJet MFP E52645,BRBSN8RK31,10.5.108.184 (Network),2024-04-10T23:21:08,47721,0,False,47721
251,9853_TRE_BA,294,HP,LaserJet MFP E52645,BRBSN8TMLG,10.5.130.78 (Network),2024-04-10T23:21:04,60306,0,False,60306
252,9853_TRE_BA,295,HP,LaserJet MFP E52645,BRBSN8TMG0,10.5.108.229 (Network),2024-04-10T23:21:07,67432,0,False,67432
253,9853_TRE_BA,296,HP,LaserJet MFP E52645,BRBSN8TLZR,10.5.109.225 (Network),2024-04-10T23:21:03,55945,0,False,55945
254,9853_TRE_BA,297,HP,LaserJet MFP E52645,BRBSN8TMFZ,10.5.108.143 (Network),2024-04-10T23:21:03,74637,0,False,74637
255,9853_TRE_BA,298,HP,LaserJet MFP E52645,BRBSN8TMNY,10.5.203.130 (Network),2024-04-10T23:21:04,3132,0,False,3132
256,9853_TRE_BA,299,HP,LaserJet MFP E52645,BRBSN8TMGQ,10.5.130.10 (Network),2024-04-10T23:21:10,63271,0,False,63271
257,9853_TRE_BA,300,HP,LaserJet MFP E52645,BRBSN8RJMS,10.5.108.177 (Network),2024-04-10T23:21:02,97227,0,False,97227
258,9853_TRE_BA,301,HP,LaserJet MFP E52645,BRBSN8TMCK,10.171.136.60 (Network),2024-04-10T23:21:15,32272,0,False,32272
259,9853_TRE_BA,302,HP,LaserJet MFP E52645,BRBSN8SKGC,10.5.108.45 (Network),2024-04-10T23:21:10,47441,0,False,47441
260,9853_TRE_BA,303,HP,LaserJet MFP E52645,BRBSN8TLX9,10.5.108.75 (Network),2024-04-10T23:21:08,34297,0,False,34297
261,9853_TRE_BA,304,HP,LaserJet MFP E52645,BRBSN8SKBX,10.5.130.77 (Network),2024-04-10T23:21:08,57784,0,False,57784
262,9853_TRE_BA,305,HP,LaserJet MFP E52645,BRBSN8RK22,10.5.108.187 (Network),2024-04-10T23:21:21,73523,0,False,73523
263,9853_TRE_BA,306,HP,LaserJet MFP E52645,BRBSN8TMBK,10.5.130.79 (Network),2024-04-10T23:21:26,49255,0,False,49255
264,9853_TRE_BA,307,HP,LaserJet MFP E52645,BRBSN8TMBG,10.5.132.83 (Network),2024-04-10T23:21:13,10969,0,False,10969
265,9853_TRE_BA,308,HP,LaserJet MFP E52645,BRBSN8TMKW,10.5.132.128 (Network),2024-04-10T23:21:13,8199,0,False,8199
266,9853_TRE_BA,309,HP,LaserJet MFP E52645,BRBSN8SKHP,10.5.108.209 (Network),2024-04-10T23:21:27,47341,0,False,47341
267,9853_TRE_BA,310,HP,LaserJet MFP E52645,BRBSN8TLY4,10.5.108.213 (Network),2024-04-10T23:21:18,43200,0,False,43200
268,9853_TRE_BA,311,HP,LaserJet MFP E52645,BRBSN8SKG8,10.5.108.206 (Network),2024-04-10T19:21:05,38769,0,False,38769
269,9853_TRE_BA,312,HP,LaserJet MFP E52645,BRBSN8TMFG,10.5.132.28 (Network),2024-04-10T23:21:20,10786,0,False,10786
270,9853_TRE_BA,313,HP,LaserJet MFP E52645,BRBSN8TMFD,10.5.134.121 (Network),2024-04-10T23:21:03,5149,0,False,5149
271,9853_TRE_BA,314,HP,LaserJet MFP E52645,BRBSN8RJV1,10.5.134.111 (Network),2024-04-10T19:20:45,28924,0,False,28924
272,9853_TRE_BA,315,HP,LaserJet MFP E52645,BRBSN8TMFQ,10.5.134.71 (Network),2024-04-10T23:21:14,17588,0,False,17588
273,9853_TRE_BA,318,HP,LaserJet MFP E52645,BRBSN8TMMP,10.5.131.35 (Network),2024-04-10T23:21:12,37023,0,False,37023
274,9853_TRE_BA,319,HP,LaserJet MFP E52645,BRBSN8RJTY,10.5.135.97 (Network),2024-04-10T23:21:05,64676,0,False,64676
275,9853_TRE_BA,320,HP,LaserJet MFP E52645,BRBSN8SKG5,10.5.108.71 (Network),2024-04-10T23:21:27,40206,0,False,40206
276,9853_TRE_BA,321,HP,LaserJet MFP E52645,BRBSN8SK68,10.5.108.80 (Network),2024-04-10T23:21:18,50719,0,False,50719
277,9853_TRE_BA,322,HP,LaserJet MFP E52645,BRBSN8SKN5,10.5.133.80 (Network),2024-04-10T23:21:18,4135,0,False,4135
278,9853_TRE_BA,323,HP,LaserJet MFP E52645,BRBSN8RJRC,10.5.131.52 (Network),2024-04-10T23:21:17,13159,0,False,13159
279,9853_TRE_BA,324,HP,LaserJet MFP E52645,BRBSN8TMF5,10.5.135.44 (Network),2024-04-10T23:21:18,16692,0,False,16692
280,9853_TRE_BA,400,HP,LaserJet MFP E52645,BRBSN8TLXY,10.5.130.85 (Network),2024-04-10T23:21:11,18568,0,False,18568
281,9853_TRE_BA,401,HP,LaserJet MFP E52645,BRBSN8TMFM,10.5.206.11 (Network),2024-04-10T23:21:05,31855,0,False,31855
282,9853_TRE_BA,402,HP,LaserJet MFP E52645,BRBSN8TMB9,10.5.206.18 (Network),2024-04-10T23:21:02,12560,0,False,12560
283,9853_TRE_BA,403,HP,LaserJet MFP E52645,BRBSN8TMMS,10.5.206.136 (Network),2024-04-10T23:21:06,23943,0,False,23943
284,9853_TRE_BA,404,HP,LaserJet MFP E52645,BRBSN8TMK7,10.5.138.24 (Network),2024-04-10T23:21:05,37283,0,False,37283
285,9853_TRE_BA,405,HP,LaserJet MFP E52645,BRBSN8TMD4,10.5.134.95 (Network),2024-04-10T19:20:55,12549,0,False,12549
286,9853_TRE_BA,406,HP,LaserJet MFP E52645,BRBSN8TM7K,10.5.206.83 (Network),2024-04-10T23:21:06,7072,0,False,7072
287,9853_TRE_BA,408,HP,LaserJet MFP E52645,BRBSN8TM7C,10.5.132.13 (Network),2024-04-10T19:20:51,12327,0,False,12327
288,9853_TRE_BA,409,HP,LaserJet MFP E52645,BRBSN8TMGD,10.5.205.45 (Network),2024-04-10T23:21:02,3953,0,False,3953
289,9853_TRE_BA,410,HP,LaserJet MFP E52645,BRBSN8TMD1,10.5.206.68 (Network),2024-04-10T23:21:03,1950,0,False,1950
290,9853_TRE_BA,411,HP,LaserJet MFP E52645,BRBSN8TMFT,10.5.205.11 (Network),2024-04-10T23:21:06,28107,0,False,28107
291,9853_TRE_BA,626,HP,LaserJet MFP E52645,BRBSN8TLTY,10.5.205.92 (Network),2024-04-10T23:21:06,18737,0,False,18737
292,9853_TRE_BA,629,HP,LaserJet MFP E52645,BRBSN8RJLT,10.5.136.54 (Network),2024-04-10T23:21:07,3993,0,False,3993
293,9853_TRE_BA,630,HP,LaserJet MFP E52645,BRBSN8SKGN,10.5.203.52 (Network),2024-04-10T23:21:16,6123,0,False,6123
294,9853_TRE_BA,632,HP,LaserJet MFP E52645,BRBSQ9M0D2,10.171.143.60 (Network),2024-04-10T23:21:24,11858,0,False,11858
295,9853_TRE_BA,635,HP,LaserJet MFP E52645,BRBSQ6P000,10.5.133.61 (Network),2024-04-10T23:21:01,2200,0,False,2200
296,9853_TRE_BA,638,HP,LaserJet MFP E52645,BRBSN8RJLM,10.171.203.69 (Network),2024-04-10T23:21:14,8583,0,False,8583
297,9853_TRE_BA,640,HP,LaserJet MFP E52645,BRBSQ6N0JT,10.171.122.61 (Network),2024-04-10T23:21:44,5790,0,False,5790
298,9853_TRE_BA,641,HP,LaserJet MFP E52645,BRBSQBT0F8,10.171.119.105 (Network),2024-04-10T23:21:49,35875,0,False,35875
299,9853_TRE_BA,393,HP,LaserJet MFP E52645,BRBSN8TLZM,10.5.203.192 (Network),2024-04-10T19:30:26,26963,0,False,26963
300,9853_TRE_BA,394,HP,LaserJet MFP E52645,BRBSN8TMP2,10.5.205.157 (Network),2024-04-10T23:21:03,15439,0,False,15439
301,9853_TRE_BA,395,HP,LaserJet MFP E52645,BRBSN8TLZ1,10.5.205.14 (Network),2024-04-10T23:21:15,9510,0,False,9510
302,9853_TRE_BA,396,HP,LaserJet MFP E52645,BRBSN8RJRT,10.5.207.58 (Network),2024-04-10T23:21:14,10878,0,False,10878
303,9853_TRE_BA,397,HP,LaserJet MFP E52645,BRBSN8TM92,10.5.206.9 (Network),2024-04-10T23:21:14,27147,0,False,27147
304,9853_TRE_BA,398,HP,LaserJet MFP E52645,BRBSN8TMLN,10.5.206.45 (Network),2024-04-10T23:21:08,13384,0,False,13384
305,9853_TRE_BA,373,HP,LaserJet MFP E52645,BRBSN8RJTN,10.5.202.36 (Network),2024-04-10T23:21:24,12592,0,False,12592
306,9853_TRE_BA,374,HP,LaserJet MFP E52645,BRBSN8TML8,10.5.207.99 (Network),2024-04-10T23:21:11,97114,0,False,97114
307,9853_TRE_BA,375,HP,LaserJet MFP E52645,BRBSN8SK6F,10.5.133.127 (Network),2024-04-10T23:21:07,19078,0,False,19078
308,9853_TRE_BA,376,HP,LaserJet MFP E52645,BRBSN8SK5V,10.5.136.20 (Network),2024-04-10T23:21:09,14650,0,False,14650
309,9853_TRE_BA,377,HP,LaserJet MFP E52645,BRBSN8TMD7,10.5.133.128 (Network),2024-04-10T23:21:03,8724,0,False,8724
310,9853_TRE_BA,378,HP,LaserJet MFP E52645,BRBSN8TMBV,10.5.133.108 (Network),2024-04-10T23:21:02,14433,0,False,14433
311,9853_TRE_BA,380,HP,LaserJet MFP E52645,BRBSN8TMDT,10.5.205.72 (Network),2024-04-10T23:21:22,10753,0,False,10753
312,9853_TRE_BA,381,HP,LaserJet MFP E52645,BRBSN8TMJJ,10.5.202.50 (Network),2024-04-10T23:21:12,40375,0,False,40375
313,9853_TRE_BA,382,HP,LaserJet MFP E52645,BRBSN8RJMP,10.5.203.15 (Network),2024-04-10T23:21:09,46444,0,False,46444
314,9853_TRE_BA,383,HP,LaserJet MFP E52645,BRBSN8RJMJ,10.5.203.116 (Network),2024-04-10T23:21:03,24562,0,False,24562
315,9853_TRE_BA,384,HP,LaserJet MFP E52645,BRBSN8RJS5,10.5.202.146 (Network),2024-04-10T23:21:14,86245,0,False,86245
316,9853_TRE_BA,643,HP,LaserJet MFP E52645,BRBSNDH87G,10.171.170.69 (Network),2024-04-10T23:21:19,30529,0,False,30529
317,9853_TRE_BA,644,HP,LaserJet MFP E52645,BRBSR4J0DX,10.171.94.60 (Network),2024-04-10T15:19:44,1844,0,False,1844
318,9853_TRE_BA,645,HP,LaserJet MFP E52645,BRBSN8RJN3,10.5.203.120 (Network),2024-04-10T23:21:12,8069,0,False,8069
319,9853_TRE_BA,390,HP,LaserJet MFP E52645,BRBSN8TMB0,10.5.130.18 (Network),2024-04-10T23:21:13,12099,0,False,12099
320,9853_TRE_BA,387,HP,LaserJet MFP E52645,BRBSN8TLYX,10.5.203.22 (Network),2024-04-10T23:21:08,77391,0,False,77391
321,9853_TRE_BA,413,HP,LaserJet MFP E52645,BRBSN8SK66,10.171.73.60 (Network),2024-04-10T23:21:14,14248,0,False,14248
322,9853_TRE_BA,414,HP,LaserJet MFP E52645,BRBSN8RK1Z,10.5.133.99 (Network),2024-04-10T23:21:10,13182,0,False,13182
323,9853_TRE_BA,282,Samsung,ML-371x,Z5HABAGBC01540B,10.171.77.68 (Network),2024-04-10T23:21:12,69947,0,False,69947
324,9853_TRE_BA,655,Samsung,ML-371x,Z5HABAGBC01918P,10.171.66.60 (Network),2024-04-10T07:46:06,111493,0,False,111493
325,9853_TRE_BA,275,Samsung,ML-371x,Z5HABAGBC01962Y,10.5.202.19 (Network),2024-04-10T23:21:06,52969,0,False,52969
326,9853_TRE_BA,249,Samsung,ML-371x,Z5HABAGBC01256H,10.171.163.90 (Network),2024-04-10T11:18:19,68929,0,False,68929
327,9853_TRE_BA,252,Samsung,ML-371x,Z5HABAGBC01932H,10.171.196.68 (Network),2024-04-10T23:21:15,35624,0,False,35624
328,9853_TRE_BA,625,Samsung,ML-371x,Z5HABAGBC02640J,10.171.174.61 (Network),2024-04-10T23:21:15,38522,0,False,38522
329,9853_TRE_BA,281,Samsung,SL-M3325ND,ZEQXBQAD900020M,10.171.88.61 (Network),2024-04-10T23:21:16,0,0,False,0
330,9853_TRE_BA,647,Samsung,SL-M3325ND,ZEQXBQAD900033M,10.171.121.61 (Network),2024-04-10T23:21:20,0,0,False,0
331,9853_TRE_BA,254,Samsung,SL-M4070FR,BRBSNDH86Y,10.171.130.60 (Network),2024-04-10T23:21:26,33785,0,True,33785
